User ID,Venue ID,Latitude,Longitude,Check-in Time,Day,Previous Venue ID,Venue Name,Day_Num,Day_Sin,Day_Cos,Venue Category_coffee shop,Venue Category_dessert shop,Venue Category_entertainment,Venue Category_hotel,Venue Category_lounge,Venue Category_other,Venue Category_park,Venue Category_plaza,Venue Category_restaurant,Venue Category_shopping,Venue Category_spa,Venue Category_sports facility,Venue Category_unknown
1,V04,24.71318,46.675823,2022-08-01 21:39:00,Monday,V03,shoe palace,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False
1,V01,24.693367,46.598449,2024-09-11 20:18:00,Wednesday,V04,belmont coffee house,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
1,V02,24.733212,46.645169,2024-09-11 20:42:00,Wednesday,V01,kholasa,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V10,24.81268,46.606836,2022-03-09 04:07:00,Wednesday,,unknown,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,False,False,False,False,True
2,V60,24.66449,46.64472,2022-07-11 12:47:00,Monday,V10,al diwann,0.0,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2022-08-29 20:07:00,Monday,V60,ghandoura,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V11,24.72623,46.652404,2022-09-14 00:00:00,Wednesday,V09,shadow lounge,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,True,False,False,False,False,False,False,False,False
2,V12,24.757,46.607444,2022-09-15 23:45:00,Thursday,V11,monkey house,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V13,24.75505,46.600606,2022-09-24 04:25:00,Friday,V12,unknown,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,False,False,False,False,True
2,V09,24.778083,46.662694,2022-09-25 13:03:00,Sunday,V13,ghandoura,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V14,24.793015,46.649209,2022-09-26 21:16:00,Monday,V09,flame,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2022-09-28 08:31:00,Wednesday,V14,ghandoura,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V15,24.695139,46.684694,2022-10-19 08:30:00,Wednesday,V09,bossco,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V16,24.675198,46.625123,2022-10-29 21:50:00,Wednesday,V15,crazy pizza,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V61,24.693167,46.632194,2022-12-15 20:21:00,Thursday,V16,north audley cantine,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V12,24.757,46.607444,2022-12-15 22:16:00,Thursday,V61,monkey house,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V63,24.731833,46.648,2022-12-24 14:11:00,Saturday,V12,arabica,5.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V64,24.940833,46.7135,2023-01-08 10:36:00,Sunday,V63,king khalid airport,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,False,False
2,V65,24.700111,46.704722,2023-02-10 22:42:00,Friday,V64,myazu,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V66,24.690167,46.685111,2023-03-03 02:17:00,Friday,V65,al faisaliah tower,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,True,False,False,False,False,False,False,False
2,V13,24.75505,46.600606,2023-03-27 11:29:00,Monday,V66,unknown,0.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False
2,V13,24.75505,46.600606,2023-04-21 11:13:00,Friday,V13,unknown,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,True,False,False,False,False,False,False
2,V67,24.772194,46.698083,2023-04-24 23:20:00,Monday,V13,riverwalk,0.0,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False
2,V09,24.778083,46.662694,2023-05-01 07:30:00,Monday,V67,ghandoura,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2023-05-02 07:27:00,Tuesday,V09,ghandoura,1.0,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V13,24.75505,46.600606,2023-06-02 11:11:00,Friday,V09,unknown,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,True,False,False,False,False,False,False
2,V65,24.700111,46.704722,2023-06-28 00:46:00,Wednesday,V13,myazu,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V09,24.778083,46.662694,2023-07-03 08:06:00,Monday,V65,ghandoura,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V69,24.703972,46.661056,2023-07-03 19:21:00,Monday,V09,mango juice,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V70,24.751167,46.638806,2023-07-14 07:43:00,Friday,V69,da nonna,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2023-07-17 07:41:00,Monday,V70,ghandoura,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V69,24.703972,46.661056,2023-08-04 23:00:00,Friday,V09,da nonna,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V71,24.959722,46.702778,2023-09-20 15:33:00,Wednesday,V69,king khalid airport,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,True,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2023-10-20 02:57:00,Friday,V71,ghandoura,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V09,24.778083,46.662694,2023-10-20 03:36:00,Friday,V09,ghandoura,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V109,24.701444,46.676722,2023-11-24 22:41:00,Friday,V09,nozomi riyadh,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,True,False,False,False,False
2,V110,24.665917,46.630639,2024-02-10 02:29:00,Saturday,V109,ritzcarlton,5.0,-0.9749279121818236,-0.2225209339563146,False,False,False,True,False,False,False,False,False,False,False,False,False
2,V111,24.710528,46.667528,2024-04-12 21:15:00,Friday,V110,camel step roasters,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V112,24.769417,46.691,2024-06-20 19:29:00,Thursday,V111,camel step roasters,3.0,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V113,24.6915,46.67075,2024-06-20 19:54:00,Thursday,V112,rolex,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,False,True,False,False,False
2,V112,24.769417,46.691,2024-06-21 20:30:00,Friday,V113,camel step roasters,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
2,V112,24.769417,46.691,2024-06-25 19:33:00,Tuesday,V112,camel step roasters,1.0,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V17,24.731667,46.648833,2021-05-05 11:34:00,Wednesday,,the zone,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V18,24.739278,46.627694,2021-05-06 00:34:00,Thursday,V17,u walk,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V17,24.731667,46.648833,2021-05-07 00:01:00,Friday,V18,the zone,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V19,24.741389,46.645278,2021-05-07 00:33:00,Friday,V17,jarlicious,4.0,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,False
3,V20,24.838472,46.731472,2021-05-25 23:48:00,Tuesday ,V19,vox cinemas,,,,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V21,24.697278,46.683972,2021-05-26 15:37:00,Wednesday ,V20,centria,,,,False,False,False,False,False,False,False,False,False,True,False,False,False
3,V22,24.73975,46.691167,2021-05-26 22:41:00,Wednesday ,V21,felt speciality coffee,,,,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V23,24.803889,46.674083,2021-05-28 22:28:00,Friday,V22,shorofat park,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V24,24.689583,46.68275,2021-05-31 09:04:00,Monday,V23,starbucks coffee,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V25,24.6735,46.623139,2021-06-01 09:58:00,Tuesday ,V24,starbucks coffee,,,,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V41,24.751056,46.612917,2021-06-02 21:18:00,Wednesday ,V25,madeleine,,,,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V42,24.698833,46.706333,2021-06-07 22:34:00,Monday,V41,48avenue roasting coffee,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V43,24.767889,46.716639,2021-06-09 01:09:00,Wednesday ,V42,leto,,,,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V44,24.731417,46.648556,2021-06-09 23:04:00,Thursday,V43,catch 22,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V17,24.731667,46.648833,2021-06-10 23:56:00,Thursday,V44,the zone,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V45,24.755083,46.706333,2021-06-12 20:04:00,Saturday,V17,november coffee,5.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V46,24.767667,46.715056,2021-06-14 21:55:00,Monday,V45,al nakheel mall,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False
3,V47,24.764722,46.716056,2021-06-14 22:36:00,Monday,V46,muvi cinemas,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V48,24.696778,46.703667,2021-06-15 15:21:00,Tuesday ,V47,mcdonalds,,,,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V49,24.695722,46.683694,2021-06-17 21:10:00,Thursday,V48,narcissus hotel and residence,3.0,0.43388373911755823,-0.900968867902419,False,False,False,True,False,False,False,False,False,False,False,False,False
3,V50,24.696028,46.68325,2021-06-17 23:25:00,Thursday,V49,narcissus hotel lobby,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,True,False,False,False,False,False,False,False,False
3,V51,24.694972,46.700056,2021-06-18 18:36:00,Friday,V50,avindar,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,True,False,False,False,False,False,False,False,False
3,V52,24.778389,46.734278,2021-06-18 22:24:00,Friday,V51,sidra,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V53,24.774222,46.702972,2021-06-20 12:17:00,Sunday,V52,hamsa w taghmeesa,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V54,24.767389,46.576667,2021-06-21 21:39:00,Monday,V53,starbucks coffee,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V55,24.716472,46.784722,2021-06-22 20:20:00,Tuesday,V54,coffee trees,1.0,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V56,24.73575,46.632083,2021-06-24 17:01:00,Thursday,V55,muvi cinemas,3.0,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V57,24.763556,46.624222,2021-06-24 22:18:00,Thursday,V56,fabrica de cafe,3.0,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V58,24.694833,46.670083,2021-06-25 16:58:00,Friday,V57,starbucks coffee,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V59,24.731528,46.649167,2021-06-25 22:52:00,Friday,V58,patchi cafe,4.0,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,False,False
3,V20,24.838472,46.731472,2021-07-08 14:12:00,Thursday,V59,vox cinemas,3.0,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V116,24.701889,46.69725,2021-08-15 21:31:00,Sunday,V20,i one,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V117,24.763556,46.624222,2021-09-09 23:58:00,Thursday,V116,fabrica de cafe,3.0,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V67,24.772194,46.698083,2021-09-12 21:07:00,Sunday,V117,riverwalk,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V118,24.675306,46.671389,2021-09-15 18:29:00,Wednesday,V67,richony cafe,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V119,24.674194,46.623639,2021-09-17 22:04:00,Friday,V118,marriot riyadh,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,True,False,False,False,False,False,False,False,False,False
3,V120,24.756167,46.630056,2021-10-31 21:28:00,Sunday,V119,riyadh park mall,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,False,True,False,False,False
3,V20,24.838472,46.731472,2021-11-05 00:43:00,Thursday,V120,vox cinemas,3.0,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V121,24.736222,46.585222,2021-11-06 18:51:00,Friday,V20,diriyah festival,4.0,-0.433883739117558,-0.9009688679024191,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V122,24.739,46.688167,2021-11-09 22:44:00,Tuesday,V121,coffee addicts,1.0,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V123,24.74325,46.564528,2022-01-03 17:39:00,Saturday,V122,alshurfa,5.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V124,24.675139,46.625028,2022-01-09 11:38:00,Sunday,V123,oud square,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V125,24.769028,46.604083,2022-01-10 01:20:00,Monday,V124,riyadh season,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V126,24.769028,46.604083,2022-01-10 15:17:00,Monday,V125,riyadh season,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V17,24.731667,46.648833,2022-01-15 22:06:00,Saturday,V126,the zone,5.0,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V23,24.803889,46.674083,2022-01-18 11:00:00,Tuesday,V17,shorofat park,1.0,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V126,24.769028,46.604083,2022-01-18 16:15:00,Tuesday,V23,riyadh season,1.0,0.7818314824680298,0.6234898018587336,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V127,24.789306,46.739583,2022-03-19 20:04:00,Saturday,V126,ennaq coffee,5.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V128,24.706694,46.70675,2022-03-21 16:40:00,Monday,V127,klar,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,V126,24.769028,46.604083,2022-03-21 19:50:00,Monday,V128,riyadh season,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V46,24.767667,46.715056,2022-03-21 20:53:00,Monday,V126,al nakheel mall,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False
3,V158,24.756167,46.630056,2022-03-24 17:06:00,Thursday,V46,riyadh park mall,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,False,True,False,False,False
3,V159,24.73975,46.727444,2022-03-24 23:33:00,Thursday,V158,sarabeths,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V108,24.739278,46.627694,2022-03-25 01:59:00,Friday,V159,u walk,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V145,24.694167,46.683333,2022-03-25 15:35:00,Friday,V108,idmi coffee,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V126,24.769028,46.604083,2022-03-26 03:36:00,Saturday,V145,riyadh season,5.0,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V160,24.769611,46.762694,2022-03-27 14:00:00,Sunday,V126,mindbreak,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V161,24.774056,46.688583,2022-03-31 14:50:00,Thursday,V160,beit al khawaja,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V23,24.803889,46.674083,2022-08-09 21:34:00,Tuesday,V161,shorofat park,1.0,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V162,24.771472,46.668222,2022-08-13 23:47:00,Saturday,V23,muvi cinemas,5.0,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,False,False,False,False,False
3,V163,24.8155,46.728028,2022-08-21 23:39:00,Sunday,V162,annes red hair,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V350,24.699694,46.691,2022-08-26 23:47:00,Friday,V163,cafe bateel,4.0,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V351,24.793361,46.65375,2022-08-27 21:56:00,Saturday,V350,biga burger,5.0,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V22,24.73975,46.691167,2022-08-28 18:16:00,Sunday,V351,felt speciality coffee,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V23,24.803889,46.674083,2022-08-31 21:33:00,Wednesday,V22,shorofat park,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,True,False,False,False,False,False
3,V352,24.693333,46.605306,2022-09-02 17:48:00,Friday,V23,nails glow,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,False,False,True,False,False
3,V353,24.664917,46.682833,2022-09-04 21:41:00,Sunday,V352,illy caffe,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V354,24.675167,46.624917,2022-09-05 11:51:00,Monday,V353,urth caffe,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V355,24.766056,46.658,2022-09-07 00:19:00,Wednesday,V354,ulica speciality coffee,2.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V356,24.702361,46.698028,2022-09-07 13:54:00,Wednesday,V355,mado,2.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V357,24.778333,46.734389,2022-09-08 22:44:00,Thursday,V356,the cheesecake factory,3.0,0.43388373911755823,-0.900968867902419,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V358,24.689722,46.682806,2022-09-11 14:15:00,Sunday,V357,starbucks coffee,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V359,24.756389,46.629389,2022-10-09 12:26:00,Sunday,V358,leto,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V360,24.756639,46.630111,2022-10-09 15:10:00,Sunday,V359,chocomelt,6.0,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,False,False,False,False,False,False
3,V361,24.704333,46.655611,2022-10-10 00:05:00,Monday,V360,home offices,0.0,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False
3,V362,24.800361,46.611889,2022-10-14 23:04:00,Friday,V361,riyadh hills park,4.0,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,True,False,False,False,False,False,False
3,V363,24.783667,46.6525,2022-10-16 17:11:00,Sunday,V362,mansard hotel,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,True,False,False,False,False,False,False,False,False,False
3,V364,24.758639,46.606306,2022-10-30 22:19:00,Sunday,V363,la roz lounge,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,True,False,False,False,False
3,V365,24.759556,46.603306,2022-10-30 23:26:00,Sunday,V364,kazouza,6.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,True,False,False,False,False
